Design and implementation of a generic flash device driver for cellular phones (Konzeption und Implementierung eines generischen Flash-Treibers für Mobiltelefone),extern,Bachelor
Design and Implementation of a prototype for an XML-based feature tracking tool,extern,Bachelor
Unternehmer-Daten-Modell für ein Restaurant-Verwaltungssystem,intern,Bachelor
Konzeption und Implementierung einer XML-Schnittstelle zwischen dem Requirements Engineering Verfahren DOORS der Firma Telelogic und anderen Verfahren,extern,Bachelor
Vom Geschäftsprozess zur Sicherheitspolicy,intern,Master
Framework für die Entwicklung sicherer Internet-Anwendungen,intern,Bachelor
Realisierung einer SAP BW-Lösung für die Einkaufskoordination der Diehl-Gruppe mit den Schwerpunkten Berichtswesen und Qulitätskontrolle. ,extern,Master
Integration des Transaktions-Monitors CICS (Customer Information Control System) in eine service-orientierte Architektur ,extern,Bachelor
Effizienter Einsatz von Capture-Replay-Werkzeugen im Rahmen werkzeuggestützter Softwaretests zur Unterstützung der Qualitätsprüfung ,extern,Bachelor
Grundbegriffe des Data Mining aufbereitet für eine Datenbank-Vorlesung ,intern,Bachelor
"Weiterentwicklung der Machbarkeitsstudie ""MVB-Druckvorschau"" zur Produktionsreife ",extern,Bachelor
Anbindung SAP CRM an das Web-basierte Sales Information System für Opportunities,extern,Master
Entwurf und Implementierung eines juristischen Webportals mit administrativen und internen Bereich ,extern,Bachelor
Entwurf und Implementierung eines juristischen Webportals mit administrativen und internen Bereich,extern,Bachelor
Konzeption und Realisierung einer webbasierten Auftragsabwicklung sowie eines Projektcontrollingtools für die strategische Unternehmenführung bei einem internationalen Automobilzulieferer ,extern,Master
Konzept zur Realisierung einer verbrauchsabhängigen Verrechnung von Hardware-Ressourcen mit Hilfe der Zonen und des Ressource-Managements von Solaris 10 am Beispiel aTRACKtive Compute- Server ,extern,Bachelor
Beschreibung eines plasmatechnischen Fertigungsprozesses unter Anwendung eines neuronalen Netzwerkes,extern,Master
Java-based Rule Engines and their Applicability for RDF/S and OWL Knowledge Bases,intern,Bachelor
Entwurf und Implementierung einer Benutzerverwaltung für eine ASP.NET-Webanwendung,extern,Bachelor
Monitoring- und Reportingmaßnahmen zur Steuerung eines externen IT-Providers auf Basis von ITIL und zu einer effizienten Kommunikationspolitik für Kunden und User,extern,Master
Evaluierung und konzeptionelle Einbindung internationaler Unternehmensinformationen zur Ausweitung der Geschäftsfelder des DATEV Informationsdienstes,extern,Master
Entwurf und Implementierung eines Programms für die effektive Erfassung handschriftlicher Informationen auf Tablet PCs,intern,Bachelor
Implementierung und Untersuchung einer rundungsarmen Variante des Simplex-Algorithmus,intern,Bachelor
Erstellung eines MIS (Management Information System) für IT Kosten Reproting auf Basis eines bei Siemens Medical Solutions eingesetzten Berichtswesens,extern,Master
Entwurf und prototypische Umsetzung eines Rollenkonzepts für ein Einführungsprojekt zum SAP Enterprise Portal bei einem internationalen Fahrzeugzulieferer,extern,Master
Untersuchung von emergenten Verhalten in einer chemisch evolutionären Umwelt,intern,Master
Automatische Schnittstellengenerierung aus UML-Modellen im Anwendungsbereich von Prozess-Leitsystemen,extern,Bachelor
Marktanalyse dynamischer Infrastrukturlösungen und Lösungsmöglichkeiten basierend auf Standard-Software,extern,Master
Konzeption einer Skriptsprache zur Steuerung von Online Befragungen,intern,Master
Trust and non-traceability in mobile ad-hoc networks,intern,Master
Management von hochverfügbaren Diensten am Beispiel einer virtualisierten JAVA/Linux-Appliance,extern,Bachelor
Konzeption und Implementierung einer datenbankgestützten Webapplikation für das strategische Lieferantenmanagement bei einem internationalen Automobilzulieferer,extern,Bachelor
Algorithmen zur Bestimmung von Objekteigenschaften in konfigurierbarer Hardware,extern,Master
"Implementierung, Vergleich und Bewertung von Zero-Knowledge-Authentifikationsprotokollen in tief eingebetteten Systemen",extern,Master
Entwicklung von CAN-Bus-Treibern für Windows und Linux,extern,Bachelor
Problems Encountered Offshoring IT Services - Why are many IT firms coming back?,intern,Bachelor
Aktuelle Methoden zur Messung des Wertbeitrages der Informatik im Unternehmen und Konzept für eine firmenspezifische Lösung,extern,Master
Optimierung eines Verfahrens zur 3D-Rekonstruktion mit Hilfe von statistischen Modellen,intern,Master
Aktuelle Formen und Trends im Bereich des Lieferantenmanagements und die Möglichkeit der IT-Unterstützung,extern,Master
Ein Konzept zur Integration der Windows Workflow Foundation mit dem ERP-System Microsoft Dynamics NAv und seine prototypische Implementierung,extern,Master
Aufbau enes Vertriebscontrollings mit Hilfe von Business-Intelligence Werkzeugen auf Basis von Microsoft CRM,extern,Master
Konzeption und prototypische Implementierung von systemübergreifendem Geschäftsprozessmanagement mit SAP Netweaver XI am Beispiel eines Änderungsprozesses,extern,Master
A double helix view on the role of cyclic knowledge gain in information systems anti-aging - Part I: Information systems modification as process of permanent cyclic knowledge gain,intern,Master
A double helix view on the role of cyclic knowledge gain in information systems anti-aging - Part II: Information systems aging counteracted by a permanent multi-perspective knowledge-gaining-process ,intern,Master
Customized implementation of Microsoft SharePoints Services - A solution for global collaboration in a transnational company ,extern,Master
Erstellung eines RZ-Controlling-Konzepts für das RZ Nord im Rahmen der IuK-Landesstrategie,extern,Master
Untersuchung der Problematik von Differenz- und Impact-Analysen in UML-Modellen,intern,Master
Digitale Wahlen über öffentliche Netze - Untersuchung ausgewählter theoretischer Verfahren und Vorstellung einer praktischen Umsetzung,extern,Master
Gefährdungen von Webservices und Implementierung von Gegenmaßnahmen,extern,Bachelor
Zwei-Faktor-Authentifizierung für Maschinensteuerungen,extern,Master
XML Schema based generation of graphical user interfaces with a Qt-based prototype,extern,Master
SAML-kompatibles Singl-Sign-On-Konzept für Automatisierungsprotokolle,extern,Master
Methoden und Elemente der multidimensionalen Modellierung für Business Intelligence Systeme und deren prototypische Umsetzung in einem Modellierungswerkzeug,extern,Master
An Eclipse based tool for the visualization of AUTOSAR data structures,extern,Bachelor
Erhöhung der technischen Schnittstellenstabilität durch kontrollierte Evolution von Schnittstellen und Transferobjekten,extern,Master
Analyse von handschriftlichen Notizen und deren Organisation mit Hilfe eines semantischen Netzes,intern,Bachelor
Optimierung eines bildbasierten Head-Tracking-Systems für virtuell-räumliche Audio-Wiedergabe über Kopfhörer ,extern,Master
Anwenden des A&O-Sicherheitskonzeptes auf Steuerungen und Endgeräte ,extern,Master
Konzeption und Implementierung einer vollautomatischen Visualisierungslösung in einem Geschäftsprozess-Framework ,extern,Master
Erarbeitung und Implementierung von Features für ein intelligentes computer-gestütztes Papier ,intern,Bachelor
Detektion von Gussbauteilfehlstellen mittels 3D-Bildverarbeitung an 3D-Computertomographie-Daten,extern,Master
Entwicklung eines Fachkonzeptes zur Verknüpfung und Anzeige von Status- und Alarmmeldungen im Datenverarbeitungszentrum ,extern,Bachelor
Produktmarketingstrategien und Technologien im Zeichen vom Web 2.0 ,intern,Master
Umstellung des browser-basierten Client-Teils einer J2EE-Applikation auf .NET und deren Integration in eine service-orientierete Architektur ,extern,Bachelor
Enterprise Application Integration,extern,Bachelor
Verbesserung und Erweiterung des Wissensmanagement-Systems der ISO Software Systeme GmbH ,extern,Master
Untersuchung von Datenhaltungskonzepten für die effiziente Analyse großer Mengen von Betriebsdaten ,extern,Master
Conception and Realization of a Routing Functionality for Manual Warehouses,extern,Master
Konzeption der Zusammenführung von Applikationen zu Unternehmensstrukturen auf Basis von .NET,extern,Bachelor
Analyse zur Bestimmung geeigneter Untersuchungspartner für die atemkorrelierte Mehrschicht-Spiral-CT,extern,Master
Entwurf und Entwicklung eines Simulators für das Kommunikationsverhalten von Steuergeräten in Bussystemen ,extern,Master
Entwicklung eines Erkennungsalgorithmus für DDoS-Angriffe von Botnetzen zur Integration in das Internet-Analyse-System am Beispiel des Storm-Worm,intern,Master
Systemplattform für Condition-based Monitoring bei Produktionsmaschinen,extern,Master
Representation and usage of qualitative similarity in semantic search,intern,Master
Entwicklung eines Replay-Mechanismus für eine Rule-Engine unterstützt durch ein Online-Monitoring-System,extern,Master
Approximative Lösung des TSP-Problems durch einen erweiterten Partikel-Schwarm Algorithmus (PSO) in Matlab und Vergleich mit einer heuristischen Verarbeitungsweise,intern,Master
Semantic Correctness of Compiler Optimizations,intern,Master
Evaluierung der Integrationsmöglichkeiten des neuen elektronischen Handels- und Unternehmensregisters (EHUG) im Geschäftsfeld der DATEV Wissensvermittlung,extern,Bachelor
Datenbankbasierte Anwendung von Regeln auf einem Data Mining Prozess am Beispiel von natürlich sprachlichen Verbalmorphologien,intern,Bachelor
Ermittlung einer kostengünstigen Lösung im Bereich Raumautomation unter Verwendung von Siemens EIB/KNX Geräten,extern,Master
Intranet-Tool zur Sortierung von Detektormodulen eines Computertomographen,extern,Master
Webbasierte Lernanwendung mit Stifteingabe und Hot-Potatoes als Lernmaterialquelle,intern,Bachelor
Evaluierung von SAP NetWeaver Master Data Management am Beispiel einer rollenbasierten Berechtigungsverwaltung,extern,Master
Konzeption einer PLM-Architektur für einen Siemens Geschäftszweig mit Fokus auf dem Produktdatenmanagement,extern,Master
Visualization of differences between EMF models,intern,Master
KPI System for Performance Optimization in Different Airport Baggage Handling Systems,extern,Master
Reintegration der Dateien in einem Offline-Dateisystem unter Linux mit grafischer Benutzerführung,intern,Master
Systemdiagnose in verteilten MES-Systemlandschaften am Beispiel SIMATIC IT,extern,Bachelor
Entwurf und Implementierung eines MVC-basierten objektorientierten Frameworks mit PHP5,intern,Bachelor
Elektronische Produktanlage - Bestandsaufnahme von Datenflüssen im PBS-Markt aus Sicht eines mittelständischen Produktionsunternehmen,extern,Bachelor
Konzeptionierung einer Ressourcenplattform bei der evosoft GmbH,extern,Bachelor
Integration einer Hardwareabstraktionsschicht (Fosstrak) in eine existierende RFID-Middleware (SMMART),extern,Bachelor
"Entwurf und Implementierung eines Benutzerverwaltungs-, Bewertungs- und Belohnungssystes zur Unterstützung des computergestützten Lernens",intern,Bachelor
Potentials of temporal blocking for stencil-based computations on multi-care Systems,extern,Master
"Konzeptionierung einer Wissensdatenbank zur Speicherung, Analyse und Visualisierung von strategischen Informationen im  medizinischen Umfeld - Anforderungen aus der Sicht der Informationstechnologie",extern,Master
Effektives computergestütztes Lernen mit handschriftlichen Eingaben,intern,Bachelor
Speicherzugriffs-Lokalität in paralellen Programmen mittels Speicher-Temperaturen,intern,Bachelor
Applikation zur Berechnung von digitalen Filter,extern,Bachelor
"A feaseability study to integrate a virtual machine on an Infineaon Hardware/Software platform and if feasible an implementation of a ""virtual core"" bundled with an application to proof the concept ",extern,Bachelor
Ablösung des SAP-Formularwesens durch ein kompatibles Output-Management-System für den Pilotstandort Weissenburg der LEONI AG  ,extern,Bachelor
Evaluierung von Einsatzbereichen des Monitoring-Systems Nagios im Unternehmen,extern,Bachelor
Portierung einer Prozessbeschreibung komplexer IT-Services unter der Berücksichtigung von wechselnden normativen Anforderungen lorarbeit: ,extern,Bachelor
Desktop-Virtualisierung in der DATEV eG - Untersuchung der Einsatzfähigkeit von Parallels Virtuozzo Containers für den internen Einsatz,extern,Bachelor
Komponenten und Konzepte moderner Verkaufplattformen im Internet und ihre marktpsychologischen Wirkungen,intern,Bachelor
Entwicklung eines Leitfadens zur effizienten Prozessanalyse und -modellierung für die Einführung der elektronischen Vorgangsbearbeitung bei der Stadt Nürnberg ,extern,Bachelor
Prototyp eines AUTOSAR-RTE-Dispatchers für Mehrkernsysteme,extern,Bachelor
Portierung und Vergleich der Linux-Echtzeiterweiterungen Preempt-RT und Xenomai auf Basis einer ARM926-Plattform,extern,Bachelor
Spezifikation einer formalen Sprache zur benutzerfreundlichen Verifikation von FinTs Online Banking Transaktionen,intern,Bachelor
"Analyse, Entwurf und Implementierungvon Verfahren zur Koexistenz paralleler Netze basierend auf der existierenden proprietären Medienzugriffsschicht eines Multi-Hop Sensornetzes",extern,Master
System z Millicode Debugger - Entwicklung eines System z Millcode Debugger Plugins für Eclipse basierend auf einer Anbindung an den existierenden Millicode Emulator,extern,Bachelor
Software zur Analyse der Schedulability in einem AUTOSAR basierten System,extern,Bachelor
Analytische Steady-State Auswertung von Deterministisch-Stochastischen Petrinetze (DSPNs),intern,Bachelor
Entwicklung einer parametrierbaren Template-Container-Bibliothek zur Optimierung des Laufzeitverhaltens und des Speicherbedarfs auf eingebetteten Systemen,extern,Bachelor
Der Einsatz von Open-Source-PACS und Rohdatenkompression in der Mikro-Computertomographie,extern,Master
Einführung eines Enterprise Service Bus zur Integration von ECM-Services im Kontext einer service-orientierten Architektur für Finanzdienstleister,extern,Bachelor
Verfolgen von Infrarot-Lichtpunkten im dreidimensionalen Raum mit Hilfe mehrerer Wii-Remote,intern,Bachelor
"Praktische Bestimmung der Systemkomplexität eines automotiv embedded Echtzeitsystems, anhand von Anforderungen",intern,Master
Konzeption eines Tools zur Steuerung des Prozesses Produktdaten-Versorgung,extern,Bachelor
Konzept zur Integration von projektspezifischem Erfahrungswissen in das Wissensmanagement eines mittelständischen Systemhauses,extern,Bachelor
Data Mining zur Merkmalsextraktion aus Positionsdaten,extern,Master
Konzeption und prototypische Implementierung einer Unternehmensplanungsanwendung für die QUELLE GmbH,extern,Bachelor
"Softwaregestützte Verwaltung von Benutzern, Rollen und Rechten in der Schaeffler Gruppe",extern,Master
Design und Development of a Comprehensive Online Marketing Concept für the Movie Platform ohmrolle,intern,Master
Machbarkeitsstudie zur Umstellung des IT-Verfahrens COLIBRI von C++ und CORBA nach Java und J2EE,extern,Master
Untersuchung agiler Projektmanagementmethoden am Beispiel von Scrum und Integration in die Entwicklungsprozesse der up2date solutions GmbH,extern,Master
Interaktive Formulare am Beispiel eines mobilen Pflegedokumentationsassistenten,intern,Bachelor
Softwaregestütztes Informationssystem zur Verarbeitung von Lehrveranstaltungsausfällen,intern,Bachelor
"Konzeption und Realisierung einer vereinheitlichten, SOAP-gestützten Web-Service Schnittstelle durch Zusammenführung verschiedener Web-Services für die KFZ-Versicherungstarifermittlung",extern,Master
Automatisierte Extraktion von Branchenverzeichniseinträgen aus unstrukturierten Webseiten mit Text-Mining-Verfahren,extern,Bachelor
Konzeption und Realisierung einer Nahbereichsnavigation eines autonomen mobilen Robots,intern,Bachelor
Entwicklung und Verifizierung einer CUDA-Testumgebung zur parallelen Berechnung von Korrelationsergebnissen mit Bezug auf Laufzeitmessungen in Lokalisierungssystemen,extern,Bachelor
Erkennung von Bewegungsmustern mit dem iPhone,intern,Bachelor
Beschaffung und Aufbereitung von Umgebungsinformationen für gewerbliche Immobilienmakler des Internetportals immowelt.de,extern,Bachelor
"Konzeption und Realisierung eines Browser-basierten FAMOS-Eingabeassistenten und Anbindung an Datenbank, ERP und Email  ",intern,Master
Analyse und Refactoring von PYTHON Programmen,extern,Bachelor
Analyse und Konzeption eines Tourenplanungssystems für die Lesezirkel-Branche,extern,Bachelor
Konzeption und Realisierung eines Entscheidungsunterstützungssystems für die Tourenplanung in der Lesezirkel-Branche,extern,Bachelor
Projektmanagement als Baustein einer integrierten CRM-Applikation - Konzeption und Umsetzung am Beispiel von Microsoft Dynamics CRM 4.0,extern,Master
Design of a Process Suitable for the Development of Specifications for the Offshore Software Development at DATEV eG for the International Market under Consideration of Agile Methods ,extern,Bachelor
Ein Ansatz zur intuitiven Bedienung des Internets,intern,Master
Konzeptionierung eines Selfserviceportals für die Dienstleistung DATEVasp unter besonderer Berücksichtigung von Sicherheit und Ergonomie,extern,Bachelor
Modellbasierte Entwicklung von Controller-Komponenten für Infotainmentsysteme im Kraftfahrzeug,extern,Bachelor
Analyse von Monitoring-Lösungen für ERP-Systeme am Beispiel von SAP,extern,Bachelor
Adaptives Caching auf Smartphones mittels embedded Datenbanken,extern,Bachelor
Paralleles Programmieren auf Hyprider Hardware: Modelle und Anwendungen,extern,Master
Entwicklung eines Produktkonfigurators als Rich Internet Application mit Adobe Flex,extern,Bachelor
Nachkalkulation in der Einzelfertigung - Datenbankbasierte Automatisierung für ein Mittelstandsunternehmen,extern,Bachelor
Compiler-basierte Verifikation von API Nutzung durch Constraints,intern,Bachelor
Integrationsanalyse der jBPM Workflow Engine in das COI-BusinessFlow System,extern,Bachelor
Konzipierung und Implementierung der ETL-Prozesse eines Data Warehouses für ein Business Intelligence Systems,extern,Bachelor
Konzeption der Testdatenbestände und eines Testdatengenerierungs-Werkzeugs für den Stammdatendienst der DATEV eG,extern,Bachelor
Sentiment Mining: Automatische Auswertung von Kundenrezensionen in Online-Portalen im Bereich Automotive,extern,Bachelor
"Entwicklung eines Gesamtprozesses zur Modellierung, Implementierung, Anwendung und semi-automatischen Anpassung und Erweiterung einer Ontologie",extern,Bachelor
Einführung eines neuen E-Learning Systems - Von der Analyse des bisherigen Systems bis zur Konzeption einer neuen Lernplattform unter Berücksichtigung des Dateschutzes,extern,Bachelor
"Evaluierung und Analyse potenzieller Single Sign-On-Systeme für das Web-Portal www.immowelt.de unter den Aspekten Wirtschaftlichkeit, Daten- und Zukunftssicherheit",extern,Bachelor
Konzeption und Implementierung statistischer Auswertungen mit Microsoft SQL Server für Immobiliensoftware der Immowelt AG,extern,Bachelor
Trade-offs bei der gegenseitigen Abstimmung von Geschäftsprozessen und betrieblicher Software,extern,Bachelor
"Entwicklung einer neuen Startseite für die Demoanwendung der BRANDAD Systems AG, unter Berücksichtigung anerkannter Usability-Richtlinien",extern,Bachelor
Konzeption und Realisierung einer Reverse Geocoding Plattform,intern,Master
Entwicklung eines browsergestützten grafischen Programmierinterfaces zur Modellierung von Workflows zur Distribution mittels eines mobilen telemedizinischen Endgeräts,extern,Bachelor
Entwicklung eines Programms zur Prognose sportlicher Ergebnisse auf Basis von SOAP und C#,intern,Bachelor
Leitfaden für den Einsatz von ITIL in einem mittelständischen Unternehmen,extern,Bachelor
Development of Gantt chart application based on AJAX technology,extern,Bachelor
Management organisationsinterner Terminologien - Ein Beitrag zu Knowledge Management und BI-Governance am Beispiel der Bundesagentur für Arbeit,extern,Bachelor
Konzeption und Realisierung einer sequenzbezogenen Belieferung (JIS) für die Daimler E-Klasse in China unter Einsatz der Software SAP-ERP 2005,extern,Master
Navigation eines Roboters auf der Basis unvollständiger Umgebungsinformationen,intern,Master
Integration eines Webbrowsers auf low-cost-HMI-Geräten,extern,Bachelor
Machbarkeitsuntersuchung des Einsatzes von künstlichen neuronalen Netzen im Bereich von Netzwerküberwachung Kapazitätsmanagement,extern,Master
Erfolgspotentiale und Herausforderungen durch IT-gestütztes Baucontrolling,intern,Bachelor
The Key Figure supportedProject Controlling in Construction Firms,intern,Master
Prognose zur Nachfrage an Geldausgabeautomaten mittels künstlicher neuronaler Netze,intern,Bachelor
Untersuchung und Bewertung von E-Business-Standards zum Kommunikationsaustausch in der Versicherungswirtschaft,intern,Bachelor
Entwicklung einer Ontologie als Integrationsschicht zur Anbindung der relationalen Datenbank eines Fakultätsinformationssystems als virtueller RDFGraph,intern,Bachelor
"Entwurf und Realisierung eines Schulungssystems zur Bildbearbeitung mit Operationen im Ortsbereich, im Frequenzbereich und der Modifikation der Grauwerte",intern,Bachelor
Automatische Bestimmung der Modulationstransferfunktion eilnes röntgenempfindlichen Detektors,extern,Bachelor
Datenbankbasierte Anwendung zur Unterstützung des strukturierten Anforderungsmanagements im Projektumfeld,intern,Bachelor
Analyse des Hubschrauber-Dokumentations-Systems (HDS) hinsichtlich Verbesserungspotential sowie Implementierung von Modifikationen zur Prozessoptimierung und Effizienzsteigerung,extern,Bachelor
Neugestaltung einer Benutzerschnittstelle zur Verwaltung von Ausgabeaufträgen mit SAP Web Dynpro für ABAP,extern,Bachelor
Effizienzsteigerung des räumlichen Extended Split Index,intern,Bachelor
Automatische Objektverfolgung in Bildsequenzen für die Filmpostproduktion,extern,Master
Konzeption eines studiengangunabhängigen DB-basierten Informationssystems für die Vergabe von Studienplätzen in Wahlpflichtfächern an einer Hochschule,intern,Bachelor
Einsatz von GSM-Endgeräten zur Selbstlokalisierung einschließlich der Untersuchung der Fingerprinting-Methodik auf Eignung,extern,Master
Vorteile asynchronischer Verarbeitung von Anfragen in einem Webserver,intern,Bachelor
Aufbau und Evaluierung eines CAN-Ethernet-Gateways,extern,Master
Design und Implementierung eines Software Compositons Editors für das EB tresos Studio,extern,Master
Feature Scoping Based on Software Product Line Engineering in a Multi-Projekt Environment,extern,Master
"Comic Map - Konzeption einer schematischen Kartendarstellung für das Navigationssysteme ""street director""",extern,Master
Verbrauchssparende Routen - Effizienzsteigerung im Energieverbrauch durch Optimierung der Routenberechnung in Navigationsgeräten,extern,Master
Analyse der Leistungsfähigkeit von Grafikkarten für die Implementierung speicherbrandbreitenlastiger Rekonstruktionsalgorithmik in OpenCL,extern,Bachelor
Automationsschnittstelle für eine integrierte Entwicklungsumgebung basierend auf der Windows Communication Foundation,extern,Bachelor
Simulation von medizinischen Sensoren und Visualisierung von Systemzuständen in medizinischen embedded Geräten,extern,Bachelor
Zwei-Faktor User-Authentisierung für Android-Smartphones,extern,Master
"Design und Entwicklung einer abstrakten, objektorientierten Schnittstellenbeschreibungssprache als generischer Input für eine templatebasierte API Codegenerierung für verschiedene Programmiersprachen. ",extern,Bachelor
"Konzeption und Entwicklung einer Suchfunktion für die Online-Filmeplattform ""ohmrolle"" basierend auf Microsoft Silverlight",intern,Bachelor
Entwicklung einer Out-of-Browser-Anwendung mit Microsoft Silverlight und Untersuchung der Eigenschaften zu einer nativen Desktop-Anwendung,intern,Bachelor
"Realisierung von Komponenten einer Webapplikation basierend auf Microsoft Silverlight für die Online-Filmplattform ""ohmrolle"" zur Präsentations von Talents",intern,Bachelor
Ansichtsabhängiges Umrechnen von Bildern auf Basis von Tiefeninformation,extern,Bachelor
Corporate Performance Management in kleinen und mittleren Unternehmen,intern,Bachelor
Framework für kartenbasierte Android-Applikationen,extern,Bachelor
Automatisierung von Arbeitsabläufen bei der Bildnachbearbeitung in der interventionellen Radiologie,extern,Bachelor
Konzeption und Realisierung eines Generators für webbasierte interaktive Oberflächen,extern,Bachelor
Product Information Management System - Entwicklung eines Konzepts zur Integration in ein mittelständisches Produktionsunternehmen,extern,Master
Automatische Generierung einer übergreifenden Statussicht in einer heterogenen Monitoring-Umgebung,extern,Master
Planung und Umsetzung einer Funktion zur Graphikausgabe von Messdaten in eine vorhandene Prüfstandsumgebung in der Programmiersprache Python,extern,Bachelor
"CloudIA - Instrumentierung des Social-Network-Gedanken zur Integration von Kunden in Geschäftsprozesse durch die Bearbeitung feingranularer, nicht maschinenlösbarer Aufgaben",extern,Bachelor
Integration eines Open Source Web-Framework in eine bestehende Basis-Technologie,extern,Bachelor
Konzeption und Implementierung eines flexiblen und konfigurierbaren Softwareprodukts zur Verteilung von unternehmensinternen Nachrichten nach den Prinzipien agiler Softwareentwicklung,extern,Master
Erweiterbarer Logikanalysator auf Basis eines Complex Programmable Logic Device mit graphischer Benutzeroberfläche unter Linux,intern,Bachelor
Datenverwaltung und -auswertung für Monitoring-System Sicat CMS,extern,Bachelor
Konzeption und Entwicklung einer Komponenten zur automatischen Kartenbeschriftung,intern,Master
Entwicklung eines Programms in C# zur Administration und Illustration von Relationen zwischen Computer-Hardware und deren Anwendern,extern,Bachelor
Konzeption und Implementierung einer iPhone-App zum Darstellen und Editieren von Geodaten,intern,Bachelor
Konzeption und Implementierung einer Business Intelligence Lösung für die Baubranche unter Verwendung von Open Source Software,intern,Master
Symbolische Suche in großen Geodatenbeständen,intern,Bachelor
Integration von RDBs zur Population von Ontologien in Protégé,intern,Bachelor
Marktstudie zur Realisierung eines Dokumentenmanagementsystems mit Open Source Lösungen,intern,Bachelor
"Untersuchung und Bewertung der Möglichkeiten einer fertigungsnahen, automatischen Serienauftragsrückmeldung mit SAP ERP bei der Robert Bosch GmbH",extern,Bachelor
Konzeption und prototypische Implementierung von Services einer Versicherungssoftware unter Berücksichtigung von branchenspezifischen Kommunikationsstandards,extern,Master
Sicherheitskonzept im Umfeld Internet der Dinge für logistische Anwendungen,extern,Master
Suchmaschinenorientierter Aufbau eines Internet-Reiseführers für ein Ferienportal,extern,Bachelor
Domänenspezifische Sprache zur Spezifikation von Zugriffsrechten und Generierung parametrierter Datenbank-Views,intern,Bachelor
Entwicklung eines Auftragsterminals in Microsoft Dynamics AX für automatische und manuelle Abwicklung von asynchron eingehenden Aufträgen,extern,Bachelor
Color algorithm for a limited gamut LED lighting System,extern,Bachelor
Betriebsparallele Simulation – Entwicklung eines Verfahrens zur automatisierten Ermittlung stochastischer Einflüsse auf Prozessgüter und darauf basierende Ableitung von Parametern für Komponenten einer Anlagensimulation,extern,Bachelor
Software-Generator gestützte Portierung von GUI-Artist-Widgets für das Betriebssystem Android,intern,Bachelor
Ergänzung des Unit Testframes um Performance-Messungen zur Ermittlung des Laufzeitverhaltens ,extern,Bachelor
Provisioning Adapter für PlateSpin Orchestrator zur Verwaltung von virtuellen Maschinen unter SUSE Linux Enterprise Server für IBM System Z,extern,Master
Architekturmanagement mit Enterprise Architecture Tools,intern,Bachelor
Reengineering einer Frameworkarchitektur zur Steuerung von industriellen Röntenanlagen,intern,Master
Evalurisierung einer Software zur automatischen Testfallgenerierung in der Automobilindustrie: Einsatz von Zustandsübergangsdiagrammen am Hardware in the Loop-Prüfstand,extern,Bachelor
Usability für Online-Shops,intern,Master
Prototyping und Analyse des Imports von XML-Dateien nach dem Open-Immo-Standard mit dem Microsoft BizTalk Server 2010,extern,Bachelor
Web Content Management System für Sportvereine  ,intern,Bachelor
